Parliament,Session,Date of Vote,Vote Result,Vote Number,Vote Subject,Yeas,Nays,Paired,Honorific Title,FirstName
42,1,6/21/2017 3:40:37 PM,345,"Bill S-3, An Act to amend the Indian Act (elimination of sex-based inequities in registration) (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/21/2017 3:50:19 PM,346,"Concurrence at report stage of Bill S-3, An Act to amend the Indian Act (elimination of sex-based inequities in registration)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/21/2017 4:00:11 PM,347,"Bill C-25, An Act to amend the Canada Business Corporations Act, the Canada Cooperatives Act, the Canada Not-for-profit Corporations Act, and the Competition Act (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/21/2017 4:10:09 PM,348,"Concurrence at report stage of Bill C-25, An Act to amend the Canada Business Corporations Act, the Canada Cooperatives Act, the Canada Not-for-profit Corporations Act, and the Competition Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/21/2017 7:30:18 PM,349,"3rd reading and adoption of Bill C-23, An Act respecting the preclearance of persons and goods in Canada and the United States",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,9/27/2017 6:00:00 PM,350,"2nd reading of Bill C-58, An Act to amend the Access to Information Act and the Privacy Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,9/27/2017 6:10:00 PM,351,"2nd reading of Bill C-21, An Act to amend the Customs Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,9/27/2017 6:20:00 PM,352,"2nd reading of Bill C-338, An Act to amend the Controlled Drugs and Substances Act (punishment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,9/27/2017 6:30:00 PM,353,Private Members' Business M-128 (Venezuela) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,9/27/2017 6:40:00 PM,354,Private Members' Business M-128 (Venezuela),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/3/2017 5:45:53 PM,355,Opposition Motion (Consultations on proposed tax changes),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/3/2017 5:55:03 PM,356,"2nd reading of Bill C-47, An Act to amend the Export and Import Permits Act and the Criminal Code (amendments permitting the accession to the Arms Trade Treaty and other amendments)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/4/2017 3:30:00 PM,357,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/4/2017 4:30:00 PM,358,"Time allocation for Bill C-48, An Act respecting the regulation of vessels that transport crude oil or persistent oil to or from ports or marine installations located along British Columbia's north coast",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/4/2017 6:15:00 PM,359,"2nd reading of Bill C-48, An Act respecting the regulation of vessels that transport crude oil or persistent oil to or from ports or marine installations located along British Columbia's north coast",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/4/2017 6:25:00 PM,360,"2nd reading of Bill C-345, An Act to amend the Canada Labour Code (pregnant and nursing employees)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/4/2017 6:35:00 PM,361,"3rd reading and adoption of Bill S-231, An Act to amend the Canada Evidence Act and the Criminal Code (protection of journalistic sources)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/4/2017 6:45:00 PM,362,"3rd reading and adoption of Bill S-226, An Act to provide for the taking of restrictive measures in respect of foreign nationals responsible for gross violations of internationally recognized human rights and to make related amendments to the Special Economic Measures Act and the Immigration and Refugee Protection Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/17/2017 5:45:46 PM,363,Opposition Motion (Minister of Finance's documents submitted to the Conflict of Interest and Ethics Commissioner),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/17/2017 5:55:25 PM,364,Opposition Motion (Implementation of a universal pharmacare program),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/17/2017 6:05:31 PM,365,"2nd reading of Bill C-55, An Act to amend the Oceans Act and the Canada Petroleum Resources Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/18/2017 6:00:00 PM,366,"2nd reading of Bill C-349, An Act to amend the Criminal Code and to make consequential amendments to other acts (criminal organization)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/18/2017 6:10:00 PM,367,Private Members' Business M-108 (Contribution of ranchers and farmers),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/19/2017 5:45:55 PM,368,Opposition Motion (Support for forestry workers),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/19/2017 5:55:53 PM,369,"2nd reading of Bill C-57, An Act to amend the Federal Sustainable Development Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/30/2017 1:00:15 PM,379,"Time allocation for Bill C-49, An Act to amend the Canada Transportation Act and other Acts respecting transportation and to make related and consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/30/2017 7:00:50 PM,380,"Bill C-49, An Act to amend the Canada Transportation Act and other Acts respecting transportation and to make related and consequential amendments to other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/30/2017 7:20:23 PM,381,"Bill C-49, An Act to amend the Canada Transportation Act and other Acts respecting transportation and to make related and consequential amendments to other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/30/2017 7:30:21 PM,382,"Concurrence at report stage of Bill C-49, An Act to amend the Canada Transportation Act and other Acts respecting transportation and to make related and consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/31/2017 3:00:27 PM,383,"3rd reading and adoption of Bill C-46, An Act to amend the Criminal Code (offences relating to conveyances) and  to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/1/2017 6:00:00 PM,384,"3rd reading and adoption of Bill C-49, An Act to amend the Canada Transportation Act and other Acts respecting transportation and to make related and consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/1/2017 6:10:00 PM,385,"2nd reading of Bill C-343, An Act to establish the Office of the Federal Ombudsman for Victims of Criminal Acts and to amend certain Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/1/2017 6:20:00 PM,386,"2nd reading of Bill C-315, An Act to amend the Parks Canada Agency Act (Conservation of National Historic Sites Account)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/8/2017 6:00:53 PM,387,"2nd reading of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/8/2017 6:10:02 PM,388,"2nd reading of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/8/2017 6:20:25 PM,389,"2nd reading of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/8/2017 6:30:48 PM,390,"2nd reading of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/8/2017 6:40:21 PM,391,"2nd reading of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/8/2017 6:50:41 PM,392,Private Members' Business M-126 (Portuguese Heritage Month),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/8/2017 7:00:38 PM,393,Private Members' Business M-132 (Federally funded health research),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/8/2017 7:10:51 PM,394,"2nd reading of Bill C-325, An Act to amend the Canadian Bill of Rights (right to housing)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/8/2017 7:20:15 PM,395,"2nd reading of Bill C-346, An Act to amend the Firearms Act (licences)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/21/2017 11:00:26 AM,396,"Time allocation for Bill C-45, An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/21/2017 6:15:43 PM,397,"Bill C-45, An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/21/2017 6:25:09 PM,398,"Bill C-45, An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/21/2017 6:35:48 PM,399,"Concurrence at report stage of Bill C-45, An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/22/2017 6:00:48 PM,400,"3rd reading and adoption of Bill S-211, An Act respecting National Sickle Cell Awareness Day",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2017 3:55:11 PM,401,Motion to adjourn the debate,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2017 4:30:32 PM,402,"Concurrence at report stage of Bill C-58, An Act to amend the Access to Information Act and the Privacy Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/27/2017 6:45:23 PM,403,Opposition Motion (Finance Minister's assets),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2017 6:55:21 PM,404,"Bill C-45, An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts (recommittal to a committee)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2017 7:05:00 PM,405,"3rd reading and adoption of Bill C-45, An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/27/2017 7:15:55 PM,406,"Bill C-59, An Act respecting national security matters (referral to a committee before second reading)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/28/2017 11:17:57 AM,407,"Tme allocation for Bill ,",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/28/2017 7:20:00 PM,408,"Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/28/2017 7:30:25 PM,409,"Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/28/2017 7:40:00 PM,410,"Concurrence at report stage of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/29/2017 6:00:36 PM,411,13th Report of the Standing Committee on Finance (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/29/2017 6:10:56 PM,412,13th Report of the Standing Committee on Finance,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 6:30:08 PM,413,Opposition Motion (ISIS fighters returning to Canada),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/4/2017 6:40:28 PM,414,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 6:50:49 PM,415,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 7:00:07 PM,416,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 7:10:44 PM,417,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 7:20:55 PM,418,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 7:30:27 PM,419,Concurrence in estimates,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 7:40:35 PM,420,"2nd reading of Bill C-67, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 7:50:59 PM,421,"Concurrence at report stage of Bill C-67, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 8:00:07 PM,422,"3rd reading and adoption of Bill C-67, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 8:10:10 PM,423,11th Report of the Standing Committee on Citizenship and Immigration,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/4/2017 8:20:59 PM,424,"Motion respecting Senate amendments to Bill S-3, An Act to amend the Indian Act (elimination of sex-based inequities in registration) (amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 8:30:15 PM,425,"Motion respecting Senate amendments to Bill S-3, An Act to amend the Indian Act (elimination of sex-based inequities in registration)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/4/2017 8:40:17 PM,426,"3rd reading and adoption of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 8:50:15 PM,427,"3rd reading and adoption of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/4/2017 9:00:53 PM,428,"3rd reading and adoption of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/4/2017 8:10:26 PM,429,"3rd reading and adoption of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/4/2017 9:20:20 PM,430,"3rd reading and adoption of Bill C-63, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/5/2017 11:23:06 AM,431,"Time allocation for Bill C-58, An Act to amend the Access to Information Act and the Privacy Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/6/2017 3:15:00 PM,432,"3rd reading and adoption of Bill C-58, An Act to amend the Access to Information Act and the Privacy Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/11/2017 6:45:23 PM,433,"Bill C-24, An Act to amend the Salaries Act and to make a consequential amendment to the Financial Administration Act (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/11/2017 6:55:41 PM,434,"Concurrence at report stage of Bill C-24, An Act to amend the Salaries Act and to make a consequential amendment to the Financial Administration Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/13/2018 3:15:00 PM,448,Opposition Motion (Tax Fairness in Budget 2018 ),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/13/2018 3:25:00 PM,449,"3rd reading and adoption of Bill C-50, An Act to amend the Canada Elections Act (political financing)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/13/2018 3:35:00 PM,450,Opposition Motion (Trans Mountain Expansion Project ),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/14/2018 3:15:00 PM,451,"2nd reading of Bill C-371, An Act respecting the prevention of radicalization through foreign funding and making related amendments to the Income Tax Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/14/2018 3:25:00 PM,452,"2nd reading of Bill S-228, An Act to amend the Food and Drugs Act (prohibiting food and beverage marketing directed at children)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/14/2018 3:35:00 PM,453,"2nd reading of Bill C-378, An Act to amend the Department of Veterans Affairs Act (fairness principles)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/27/2018 11:15:29 AM,455,"Time allocation for Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/28/2018 3:10:37 PM,456,Private Members' Business M-147 (Special Committee on Homelessness),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/28/2018 3:20:57 PM,457,Opposition Motion (Phoenix pay system),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/19/2018 6:30:50 PM,458,Budgetary policy (subamendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/19/2018 6:40:13 PM,459,Opposition Motion (Canada Summer Jobs),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/19/2018 6:50:02 PM,460,"2nd reading of Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/19/2018 7:00:47 PM,461,"2nd reading of Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/20/2018 5:45:42 PM,462,Budgetary policy (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/21/2018 5:45:42 PM,463,Budgetary policy,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2018 5:55:58 PM,464,"2nd reading of Bill C-364, An Act to amend the Canada Elections Act and to make a consequential amendment to another Act (political financing)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2018 6:05:24 PM,465,Nineth Report of the Standing Committee on Environment and Sustainable Development,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2018 6:15:14 PM,466,"2nd reading of Bill C-375, An Act to amend the Criminal Code (presentence report)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2018 6:25:18 PM,467,"2nd reading of Bill C-373, An Act respecting a federal framework on distracted driving",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/22/2018 5:44:26 PM,468,Opposition Motion (National Security Advisor to the Prime Minister),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/22/2018 5:45:00 PM,469,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:46:40 PM,470,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:47:34 PM,471,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:48:40 PM,472,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:49:08 PM,473,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:50:10 PM,474,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:51:36 PM,475,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:52:24 PM,476,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:53:16 PM,477,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:54:23 PM,478,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:55:53 PM,479,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:56:00 PM,480,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:57:00 PM,481,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:58:00 PM,482,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:59:00 PM,483,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:00:34 PM,484,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:01:27 PM,485,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:02:52 PM,486,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:03:26 PM,487,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:04:06 PM,488,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:05:33 PM,489,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:07:20 PM,491,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:08:20 PM,492,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:09:20 PM,493,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:10:00 PM,494,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:11:00 PM,495,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:13:00 PM,497,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:14:00 PM,498,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:15:00 PM,499,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:16:00 PM,500,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:17:00 PM,501,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:18:00 PM,502,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:19:58 PM,503,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:20:40 PM,504,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:21:14 PM,505,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:22:04 PM,506,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:23:11 PM,507,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:27:55 PM,511,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:28:25 PM,512,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:29:03 PM,513,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:30:26 PM,514,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:31:56 PM,515,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:32:24 PM,516,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:33:29 PM,517,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:34:40 PM,518,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:35:45 PM,519,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:36:49 PM,520,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:37:07 PM,521,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:38:17 PM,522,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:39:23 PM,523,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:43:00 PM,527,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:44:00 PM,528,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:45:00 PM,529,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:46:00 PM,530,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 5:47:00 PM,531,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:49:39 PM,532,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:50:16 PM,533,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:51:44 PM,534,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:52:00 PM,535,Concurrence in estimates,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:54:59 PM,537,"Concurrence at report stage of Bill C-72, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:55:51 PM,538,"3rd reading and adoption of Bill C-72, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 6:56:00 PM,539,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:00:34 PM,540,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2018 7:01:14 PM,541,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
